"BAD","LOAN","MORTDUE","VALUE","REASON","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC","_WARN_","I_BAD","U_BAD","P_BAD1","P_BAD0","EM_EVENTPROBABILITY","EM_PROBABILITY","EM_CLASSIFICATION"
"           0","        9000","        8221","       38290","DebtCon","Other","2.0784706464","           0","           0","266.38379937","           0","          12","23.703067187","","0","           0"," 0.033558315"," 0.966441685"," 0.033558315"," 0.966441685","0"
"           0","        9000","       56930","       67557","DebtCon","Other","           0","           0","           1","118.69951614","           2","          18","36.686882044","","0","           0","0.1923681329","0.8076318671","0.1923681329","0.8076318671","0"
"           1","        9000","       52257","       58275","DebtCon","Sales","           5","           0","           0","80.251800985","           0","          21","34.144725947","","0","           0","0.1654434855","0.8345565145","0.1654434855","0.8345565145","0"
"           0","        9000","       41153","       51841","DebtCon","Office","          10","           0","           0","210.28268954","           0","          23","32.424293056","","0","           0","  0.04410509","  0.95589491","  0.04410509","  0.95589491","0"
"           1","        9000","       31170","17480.938398","DebtCon","Other","          16","           0","           0","93.066666667","           0","          18","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","        9000","74802.921065","      104000","DebtCon","ProfExe","           3","           0","           0","50.666666667","           1","           3","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9000","       76964","       90500","DebtCon","Other","           3","           0","           0","       101.4","           2","          32","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9000","       64917","      102270","DebtCon","Other","          10","           0","           0","213.03333333","           0","          21","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9000","           .","       63684","HomeImp","Other","           .","           0","           0","358.06666667","           0","           7","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9000","    47350.86","      105000","DebtCon","ProfExe","           6","           0","           1","227.26666667","           0","          10","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9000","13634.329144","       65000","DebtCon","Mgr","           6","           .","           .","       117.6","           .","          24","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9000","       96884","      110108","DebtCon","Other","          18","           0","           2","       194.8","           2","          16","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9000","       82700","      121000","DebtCon","Office","           9","           0","           0","       131.9","           1","          22","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9000","2679.4289428","       51740","","Other","          31","           0","           0","       243.2","           0","          19","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","3977.9796363","       43881","       56000","DebtCon","Other","           5","           0","           3","73.033333333","           3","          28","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","        9000","       31896","       46195","HomeImp","Other","          25","           0","           2","122.38915525","           3","          16","36.681652146","","0","           0","0.3141485099","0.6858514901","0.3141485099","0.6858514901","0"
"           0","        9000","       56226","       67466","HomeImp","Other","           7","           0","           0","126.74508707","           0","          16","33.987846976","","0","           0","0.0818495711","0.9181504289","0.0818495711","0.9181504289","0"
"           1","        9000","       32539","55614.935784","HomeImp","Office","           5","           .","           .","           .","           .","           .","42.368944329","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9000","100440.36647","      199295","DebtCon","ProfExe","           1","           0","           0","61.000985499","           1","          22","35.930610888","","0","           0","0.1149247609","0.8850752391","0.1149247609","0.8850752391","0"
"           0","        9000","       55367","       79819","DebtCon","Office","           5","           0","           0","101.28118497","           1","          15","27.189212901","","0","           0","0.0527914022","0.9472085978","0.0527914022","0.9472085978","0"
"           0","        9000","       50866","       73064","DebtCon","Mgr","           5","           .","           .","118.57000497","           .","          23","  40.1860615","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0"," 872.2695852","       12340","       36133","","","           .","           .","           .","           .","           .","           .","31.703814722","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9000","       53177","       56782","HomeImp","Other","           9","           0","           0","106.50053701","           3","          33","40.084175502","","0","           0","0.1450727068","0.8549272932","0.1450727068","0.8549272932","0"
"           0","        9100","           .","       50391","","","           .","           .","           .","           .","           .","           .","15.024705832","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9100","       80719","58185.272006","HomeImp","Other","          23","           0","           0","333.01158975","           1","          47"," 30.39545792","","0","           0","0.0234387637","0.9765612363","0.0234387637","0.9765612363","0"
"           0","2755.4613112","       50606","       58822","DebtCon","Other","          11","           0","           0","89.644833421","           0","          22","36.302409222","","0","           0","0.0920782915","0.9079217085","0.0920782915","0.9079217085","0"
"           1","8256.0730191","       17218","25426.670771","DebtCon","Other","           8","           0","           1","115.75209332","           3","           5","37.479410286","","0","           0","0.2578226054","0.7421773946","0.2578226054","0.7421773946","0"
"           0","        9100","       43249","       52946","HomeImp","Mgr","7.6082491538","           1","           1","228.39633986","           1","          18","35.181840743","","0","           0","  0.15778025","  0.84221975","  0.15778025","  0.84221975","0"
"           0","        9100","       48797","       67761","DebtCon","Mgr","           7","           .","           3","116.97915477","           3","          11"," 37.79737881","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","        9100","           .","       11550","HomeImp","Other","           .","           0","           0","51.933333333","           1","           3","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","        9100","       78369","       92000","DebtCon","Sales","         0.2","           0","           0","180.83333333","           3","          35","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","        9100","       28550","       40300","HomeImp","Other","           5","           0","           0","109.53563552","           7","          33","23.082905342","","0","           0","0.0838296119","0.9161703881","0.0838296119","0.9161703881","0"
"           0","        9100","       24721","       34462","DebtCon","Other","           1","           0","           0","28.100520363","           9","           7","27.520682167","","0","           0","0.2138957342","0.7861042658","0.2138957342","0.7861042658","0"
"           0","        9100","       62976","       77829","HomeImp","Mgr","           0","           0","           2","131.19349603","           0","          23","26.090418913","","0","           0","0.1057149337","0.8942850663","0.1057149337","0.8942850663","0"
"           0","        9100","       46406","       56134","HomeImp","Other","           9","           0","           0","93.853460687","           3","          34","39.466330333","","0","           0"," 0.146101096"," 0.853898904"," 0.146101096"," 0.853898904","0"
"           0","        9100","           .","       74450","","","           .","           .","           .","           .","           .","           .","23.942516508","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9100","       53764","       56429","HomeImp","Other","           9","           0","           0","92.078978775","           3","          33"," 40.58208394","","0","           0","0.1540210451","0.8459789549","0.1540210451","0.8459789549","0"
"           0","8182.0891803","       78210","       86558","DebtCon","Mgr","           8","           0","           0","92.111504281","           0","          23","28.167074697","","0","           0","0.0420305086","0.9579694914","0.0420305086","0.9579694914","0"
"           0","        9100","       59430","       76897","HomeImp","Other","1.0382365417","           0","           1","246.09510911","           1","          16","37.470923376","","0","           0","0.1467061224","0.8532938776","0.1467061224","0.8532938776","0"
"           0","2840.0502373","       47756","       84022","HomeImp","Other","          18","           0","           0","206.79736096","           1","          17","32.391146387","","0","           0"," 0.069756757"," 0.930243243"," 0.069756757"," 0.930243243","0"
"           0","        9200","       71994","       95525","DebtCon","Other","          16","           .","           .","126.81643919","           3","          16","25.621930492","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9200","       92395","50556.286525","HomeImp","Office","          24","           0","           0"," 130.3767882","           1","          11","39.112150358","","0","           0"," 0.084043225"," 0.915956775"," 0.084043225"," 0.915956775","0"
"           0","2184.9307899","       55643","       75267","HomeImp","Other","           2","           0","           1","224.88223202","           2","          15","35.629354389","","0","           0"," 0.158441906"," 0.841558094"," 0.158441906"," 0.841558094","0"
"           0","        9200","       19756","       26140","DebtCon","Other","           0","           1","           0","0.4867114508","           9","           7","27.075256643","","0","           0","0.3082833038","0.6917166962","0.3082833038","0.6917166962","0"
"           0","        9200","       46707","56323.895499","DebtCon","Mgr","           4","           0","           0","       192.8","           2","          17","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","        9200","       64900","       78000","DebtCon","Mgr","          10","           0","           0","122.76666667","           2","          24","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","        9200","       70715","       85000","DebtCon","Office","          26","           0","           0","143.06666667","           2","          23","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9200","65597.425005","       88183","DebtCon","Mgr","           8","           0","           0","105.65520523","           0","          23","29.007207774","","0","           0","0.0457587633","0.9542412367","0.0457587633","0.9542412367","0"
"           1","        9200","       52531","       66491","DebtCon","Mgr","8.7078077904","           0","           0","122.22853426","           1","          19","32.657628893","","0","           0","0.0662983237","0.9337016763","0.0662983237","0.9337016763","0"
"           0","        9200","       57375","       69040","DebtCon","Other","           0","           0","           1","116.41879645","           2","          18","36.625629459","","0","           0","0.1929146597","0.8070853403","0.1929146597","0.8070853403","0"
"           0","        9200","       48130","       62358","DebtCon","Other","          15","           0","           4","219.65713104","           0","          36","27.617063425","","0","           0","0.2204682084","0.7795317916","0.2204682084","0.7795317916","0"
"           0","        9200","       69657","85297.094487","DebtCon","","           3","           0","           0","217.32115468","           0","          16","28.749890366","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9300","       79724","3908.4527653","DebtCon","Mgr","           2","           0","           0"," 63.43088731","           2","          23"," 39.38611808","","0","           0","0.0993563352","0.9006436648","0.0993563352","0.9006436648","0"
"           0","        9300","       73252","      100537","DebtCon","ProfExe","           2","           0","           0","99.774527119","           0","          26","34.514635071","","0","           0","0.0692945864","0.9307054136","0.0692945864","0.9307054136","0"
"           0","        9300","       30204","       57036","","Other","          30","           0","           0","235.49281298","           0","          19","23.137840556","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9300","       75425","      109040","DebtCon","Office","           2","           0","           0"," 235.9462106","           0","          38","17.875259065","","0","           0","0.0130348807","0.9869651193","0.0130348807","0.9869651193","0"
"           0","        9300","           .","55102.574025","HomeImp","Other","          11","           1","           0"," 308.3394397","           2","          13","31.553835409","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9300","       63566","       70551","DebtCon","ProfExe","          14","           0","           0","138.33735213","           0","          19"," 42.48370297","","0","           0","0.1037559174","0.8962440826","0.1037559174","0.8962440826","0"
"           0","        9300","           .","43006.893695","HomeImp","Other","           .","           .","           .","92.821714236","           .","           9","36.141276164","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","7689.0749661","       79133","      100033","DebtCon","Other","           3","           0","           0","102.16302743","           2","          31","40.794635454","","0","           0","0.1383290004","0.8616709996","0.1383290004","0.8616709996","0"
"           0","        9300","       46466","       57182","DebtCon","Other","           2","           0","           0","100.05186621","           0","          20","38.444317985","","0","           0","0.1107945193","0.8892054807","0.1107945193","0.8892054807","0"
"           0","        9300","       59617","62521.766096","HomeImp","Other","           4","           0","           1"," 243.8307278","           1","          16","35.968280746","","0","           0","0.1272296267","0.8727703733","0.1272296267","0.8727703733","0"
"           0","        9300","           .","       36793","HomeImp","Other","           .","           .","           .","304.52018936","           .","          11","30.738813764","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9300","       58051","       65334","DebtCon","Mgr","           6","           .","           ."," 113.2818573","           .","          23","41.860039809","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9300","       39307","       51680","DebtCon","Office","           8","           0","           0"," 196.0146349","           0","          23","30.731571704","","0","           0","0.0415008489","0.9584991511","0.0415008489","0.9584991511","0"
"           1","        9300","72854.332012","      105798","DebtCon","ProfExe","           2","           0","           0","41.807204596","           1","           3","26.956697896","","0","           0","0.0721251189","0.9278748811","0.0721251189","0.9278748811","0"
"           1","        9300","45210.376037","       97700","DebtCon","Mgr","          12","           0","           2","        88.5","           4","          29","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","        9300","       24000","       37125","DebtCon","Office","1.5023581046","           1","           1","148.03333333","           2","          19","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9300","       21138","       30700","DebtCon","Other","           3","           .","           .","           .","           .","           .","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9300","       44026","       70535","HomeImp","Office","          12","           3","           1","       245.9","           2","          29","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9300","           .","       55350","HomeImp","Other","           9","           0","           0","308.34033176","           2","          13","33.635525403","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9300","       81986","       94513","DebtCon","Other","           2","           3","           0","           .","           0","           4"," 31.89390379","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9300","       54088","       66961","DebtCon","Other","          22","           0","           0"," 278.1604735","           3","          28"," 40.82354171","","0","           0","0.0972398482","0.9027601518","0.0972398482","0.9027601518","0"
"           1","        9300","       38115","       60493","DebtCon","Other","          14","           0","           0","91.932632264","           0","          18","29.633608474","","0","           0","0.0633982504","0.9366017496","0.0633982504","0.9366017496","0"
"           0","688.57982451","       53772","57581.427198","HomeImp","Mgr","           2","           0","           2","136.08002985","           0","          23","29.686670844","","0","           0","0.1304225387","0.8695774613","0.1304225387","0.8695774613","0"
"           0","        9300","           .","       44108","HomeImp","Other","           .","           .","           .","290.81807399","           .","          12","29.743599964","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9300","       21979","       39880","DebtCon","Other","           3","           .","           .","           .","           .","           .","38.844089335","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9300","      106449","      120066","DebtCon","Other","          18","           0","           1","189.91991824","           1","          15","37.086455086","","0","           0"," 0.131709742"," 0.868290258"," 0.131709742"," 0.868290258","0"
"           0","2256.1585809","       52371","       55764","DebtCon","Office","           1","           0","           0","177.70280043","           0","          20"," 37.35868805","","0","           0","0.0711779196","0.9288220804","0.0711779196","0.9288220804","0"
"           0","5618.4411812","       49484","       59137","DebtCon","Other","          10","           0","           0","102.27267659","           0","          22","37.269131082","","0","           0","0.0956109358","0.9043890642","0.0956109358","0.9043890642","0"
"           0","        9400","           .","       50575","HomeImp","Other","           .","           .","           ."," 99.06951832","           .","           8","  35.9078154","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9400","       57105","       67061","HomeImp","Other","           6","           0","           0","129.50848379","           0","          34","35.734592764","","0","           0","0.0743317875","0.9256682125","0.0743317875","0.9256682125","0"
"           1","        9400","       52024","       89107","HomeImp","Office","           0","           1","           0","148.84473761","           3","          26","36.080031774","","0","           0","0.1577676557","0.8422323443","0.1577676557","0.8422323443","0"
"           0","        9400","       85448","       94101","DebtCon","Other","           2","           0","           0","104.11336317","           2","          32"," 39.54184797","","0","           0","0.1208805702","0.8791194298","0.1208805702","0.8791194298","0"
"           0","        9400","       56508","       78358","DebtCon","","          17","           0","           0","141.93115618","           0","          11","32.327495049","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9400","       81596","      116738","HomeImp","Office","0.7224907469","           0","           0","338.62903535","           1","          38","34.169513676","","0","           0","0.0375762965","0.9624237035","0.0375762965","0.9624237035","0"
"           0","        9400","       76989","       88788","HomeImp","Other","8.0879805983","           0","           0"," 350.6390057","           0","          46","30.061371367","","0","           0","0.0237139187","0.9762860813","0.0237139187","0.9762860813","0"
"           0","        9400","       57000","       70000","DebtCon","Other","           4","           0","           0","179.56666667","           2","          17","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9400","       26700","       40150","HomeImp","Other","           9","           0","           0","80.166666667","           0","           4","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9400","           .","       30455","HomeImp","Office","          18","           0","           0","194.61421604","           0","          16","39.000064863","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9400","       61185","31221.801146","DebtCon","Other","           1","           0","           2","117.17100444","           2","          18","35.611943876","","0","           0","0.2500734465","0.7499265535","0.2500734465","0.7499265535","0"
"           0","        9400","      109991","      125146","DebtCon","Self","0.4016875026","           0","           1","171.67981114","           0","          18","34.813468594","","0","           0","0.1343974781","0.8656025219","0.1343974781","0.8656025219","0"
"           0","6157.8233816","      122412","      178547","DebtCon","Other","           7","           0","           0","226.08880709","           0","          19","35.463386978","","0","           0","0.0657077321","0.9342922679","0.0657077321","0.9342922679","0"
"           0","        9400","60116.367296","       70800","HomeImp","Other","           5","           0","           0","75.862659733","           3","          20","39.403812388","","0","           0","0.1753194053","0.8246805947","0.1753194053","0.8246805947","0"
"           0","        9400","       53756","       76077","HomeImp","Office","          12","           2","           0","244.11665292","           2","          29","33.374570631","","0","           0","0.1226860608","0.8773139392","0.1226860608","0.8773139392","0"
"           0","        9400","       81546","28139.682909","HomeImp","Office","          30","           0","           0","328.17812369","           2","          38","34.150319383","","0","           0","0.0284160677","0.9715839323","0.0284160677","0.9715839323","0"
"           0","        9400","       86539","       95010","DebtCon","Other","           0","           4","           0","           .","           0","           3","29.815323588","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9400"," 25837.65129","37997.310882","DebtCon","Other","          16","           .","           .","159.03637066","           4","          16","25.607228233","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9400","       77715","      101258","DebtCon","Mgr","           2","           0","           0","65.876586717","           1","          23","38.108000987","","0","           0","0.1062680408","0.8937319592","0.1062680408","0.8937319592","0"
"           0","        9400","       52598","       74747","DebtCon","Mgr","2.4193246013","           .","           .","129.34382449","           .","          24","42.265466118","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9400","41006.567597","       84178","HomeImp","Other","          19","           0","           0","202.69796289","           0","          16","35.530613427","","0","           0","0.0788077811","0.9211922189","0.0788077811","0.9211922189","0"
"           0","        9400","       92340","      125451","DebtCon","Office","           7","           0","           0","129.11372481","           1","          22","36.349974603","","0","           0","0.0797207706","0.9202792294","0.0797207706","0.9202792294","0"
"           0","        9400","21914.893848","       62245","DebtCon","Other","18.105775402","           0","           0","276.78774402","           3","          28","37.821851509","","0","           0","0.0933905044","0.9066094956","0.0933905044","0.9066094956","0"
"           0","3008.8129933","       77410","      116693","DebtCon","Office","           0","           0","           0","245.08365185","           0","          37","17.176900657","","0","           0","0.0127540487","0.9872459513","0.0127540487","0.9872459513","0"
"           0","        9400","       56675","       66976","HomeImp","Other","           6","           0","           0","128.07164796","           0","          33","35.033371132","","0","           0","0.0721303267","0.9278696733","0.0721303267","0.9278696733","0"
"           0","        9400","      103973","      119817","DebtCon","Other","17.825663991","           0","           2"," 182.6166394","           2","          16","37.337977192","","0","           0","0.2366973389","0.7633026611","0.2366973389","0.7633026611","0"
"           1","        9500","       50400","       63000","DebtCon","Other","           1","           0","           0","91.266666667","           8","          22","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","7739.3946097","       36114","       45654","DebtCon","Office","           0","           0","           0","83.333291772","           0","           9","25.343478449","","0","           0"," 0.047316377"," 0.952683623"," 0.047316377"," 0.952683623","0"
"           0","        9500","      115186","      131800","DebtCon","Self","           7","           0","           0","177.05003605","           0","          19"," 33.43055804","","0","           0","0.0702727764","0.9297272236","0.0702727764","0.9297272236","0"
"           0","        9500","       41541","       57280","DebtCon","Other","           6","           0","           0","69.229369351","           1","          10","29.160127076","","0","           0","0.0819925679","0.9180074321","0.0819925679","0.9180074321","0"
"           0","        9500","       28750","       42408","HomeImp","Office","           0","           0","           0"," 115.5749709","           1","          30","39.050394794","","0","           0","0.1040070882","0.8959929118","0.1040070882","0.8959929118","0"
"           0","        9500","       47019","       59413","DebtCon","Other","           4","           0","           0"," 78.02555168","           0","          11","31.418132394","","0","           0","0.0811252339","0.9188747661","0.0811252339","0.9188747661","0"
"           0","8446.6781232","63840.548243","      162449","HomeImp","ProfExe","          10","           0","           0"," 222.0095049","           0","          18","19.551242992","","0","           0","0.0250157661","0.9749842339","0.0250157661","0.9749842339","0"
"           0","        9500","       55862","       62965","DebtCon","Other","          15","           0","           4","223.10391402","           0","          36","26.141178049","","0","           0","0.1953613734","0.8046386266","0.1953613734","0.8046386266","0"
"           0","        9500","7428.2608262","       85000","DebtCon","ProfExe","           9","           0","           1","175.56666667","           1","          12","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9500","       35019","       52710","DebtCon","Other","          12","           0","           0","241.58177936","           0","          31","38.208667839","","0","           0","0.0669935968","0.9330064032","0.0669935968","0.9330064032","0"
"           0","4197.7072205","       21900","       35250","HomeImp","Mgr","2.5761825082","           0","           0","59.866666667","           1","          10","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9500","       59494","       75930","HomeImp","Other","           0","           0","           0"," 98.99850784","           0","           6","36.888436373","","0","           0","0.1235156939","0.8764843061","0.1235156939","0.8764843061","0"
"           0","        9500","       42699","       57680","DebtCon","","          10","           0","           0"," 114.4929085","           1","          26"," 25.07515295","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9500","       43210","       59692","HomeImp","Other","           1","           1","           .","103.08948312","           .","          13","38.704985068","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9500","16172.519648","       64576","DebtCon","Mgr","           6","           .","           4"," 127.8552645","           1","          11","38.298309125","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","        9500","       54612","       68759","HomeImp","Other","           9","           0","           0","89.102838608","           0","          19","31.353906936","","0","           0","0.0727751604","0.9272248396","0.0727751604","0.9272248396","0"
"           0","        9500","       79479","       88772","DebtCon","ProfExe","           8","           0","           0","189.58907467","           0","          12"," 37.95298991","","0","           0","0.0743964971","0.9256035029","0.0743964971","0.9256035029","0"
"           1","        9500","           .","       40000","HomeImp","Other","          10","           0","           0","        36.5","           1","           1","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9600","       62405","38800.445445","DebtCon","Other","           0","           0","           2","86.431831744","           2","          18","36.260331272","","0","           0","0.2795803496","0.7204196504","0.2795803496","0.7204196504","0"
"           0","        9600","       45158","       55455","DebtCon","Other","          15","           0","           0"," 82.71313688","           0","          12","30.931517996","","0","           0","0.0719480165","0.9280519835","0.0719480165","0.9280519835","0"
"           0","        9600","       64758","       63646","HomeImp","Other","0.5417754341","           0","           0","120.64455858","           0","          34"," 35.98492935","","0","           0","0.0761779486","0.9238220514","0.0761779486","0.9238220514","0"
"           0"," 4295.198444","       53277","       60843","DebtCon","Office","           0","           0","           0","180.28406155","           0","          21","37.950787581","","0","           0","0.0735598389","0.9264401611","0.0735598389","0.9264401611","0"
"           0","        9600","       84333","      201281","HomeImp","Self","          14","           0","           0","13.213057261","           .","           7","17.825630936","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9600","       70589","43515.995859","HomeImp","Other","           0","           0","           1"," 176.4674623","           0","          31","34.234789575","","0","           0","0.0933870168","0.9066129832","0.0933870168","0.9066129832","0"
"           1","        9600","       42357","       99756","HomeImp","Office","           4","           1","           4","354.65022495","           0","          30","36.525172928","","0","           0","0.4039045814","0.5960954186","0.4039045814","0.5960954186","0"
"           0","2200.0157083","           .","       68324","HomeImp","Other","           .","           0","           0","356.45017827","           0","           6","36.554268317","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9600","       73000","       99600","HomeImp","ProfExe","         4.5","           0","           1","93.333333333","           1","          34","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9600","       53196","       63942","DebtCon","Other","          16","           0","           4","227.56368402","           0","          36","24.016769941","","0","           0","0.1721027232","0.8278972768","0.1721027232","0.8278972768","0"
"           0","        9600","       56224","       60260","DebtCon","Other","          15","           0","           3"," 219.7420453","           0","          36","25.439463543","","0","           0","0.1176597866","0.8823402134","0.1176597866","0.8823402134","0"
"           0","        9600","       46683","       61773","DebtCon","Office","           1","           0","           0","171.05844903","           1","          20","38.005289312","","0","           0","0.0874120464","0.9125879536","0.0874120464","0.9125879536","0"
"           0","        9600","           .","       56900","","","           .","           .","           .","           .","           .","           .","14.435238785","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","        9600","       24680","       43500","DebtCon","Other","          18","           0","           3","114.66666667","           0","          19","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9600","       50655","       59502","DebtCon","Other","           0","           0","           0","93.432844102","           0","          20","37.982353508","","0","           0","0.1090613297","0.8909386703","0.1090613297","0.8909386703","0"
"           0","        9600","       45240","       60136","DebtCon","Other","           2","           0","           1","83.066750905","           0","          19","38.454300022","","0","           0"," 0.188127618"," 0.811872382"," 0.188127618"," 0.811872382","0"
"           0","3743.4943172","       77359","      101365","HomeImp","Other","           1","           0","           0","182.80351445","           0","          31","33.481910133","","0","           0","0.0604995286","0.9395004714","0.0604995286","0.9395004714","0"
"           0","        9600","       44553","       48626","HomeImp","Mgr","          20","           0","           1","226.45215948","           0","          18","35.555922893","","0","           0","0.0898976241","0.9101023759","0.0898976241","0.9101023759","0"
"           0","        9700","       75566","       92066","DebtCon","Office","          14","           0","           0","94.987922191","           0","           8","25.161183475","","0","           0","0.0399678821","0.9600321179","0.0399678821","0.9600321179","0"
"           0","        9700","10097.674409","       51990","","Other","          30","           0","           0","246.19523933","           0","          19","20.743364711","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9700","32272.712412","17976.241368","DebtCon","Other","           6","           0","           0","81.229448637","           0","          11","29.037574223","","0","           0","0.0646306932","0.9353693068","0.0646306932","0.9353693068","0"
"           0","        9700","       53527","25689.253256","DebtCon","Office","           4","           0","           0","75.584542581","           3","          12","36.709538909","","0","           0","0.1207559779","0.8792440221","0.1207559779","0.8792440221","0"
"           0","        9700","       98232","      117321","DebtCon","Other","          19","           0","           2","194.42471787","           2","          15"," 36.95089224","","0","           0","0.2305576495","0.7694423505","0.2305576495","0.7694423505","0"
"           0","        9700","           .","52287.771226","HomeImp","Other","           .","           0","           0","368.07092408","           0","           6","36.573169598","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9700","11562.545436","       67432","HomeImp","Office","          24","           0","           0","308.99557574","           1","          12","41.414280651","","0","           0","0.0939775209","0.9060224791","0.0939775209","0.9060224791","0"
"           0","7898.1025123","       84933","      122520","DebtCon","Office","          10","           0","           0","141.43307599","           1","          23","36.795013963","","0","           0","0.0796933393","0.9203066607","0.0796933393","0.9203066607","0"
"           1","        9700","       55986","       73000","DebtCon","Other","         2.5","           0","           1","207.16666667","           2","          29","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9700","      108000","      210000","HomeImp","ProfExe","         2.3","           0","           0","124.83333333","           1","          15","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
